%Eco Export
%
%
%Title,Demo Data
%
%Data ID,A34FB481-38CD-46CC-97B7-0990F7C13817
%User ID,43AA65E3-B02B-4388-87EF-CBDA831412DC
%Instrument ID,Eco_0016
%Firmware version,8005.0
%Created,"3/23/2020 7:00:21 PM",Local time
%Start Time,"3/9/2020 8:30:00 PM",Local time
%End time,"3/12/2020 11:05:00 PM",Local time
%Time zone offset,0,min
%Latitude,32.855522,deg
%Longitude,-117.262314,deg
%Magnetic declination,0,deg
%Salinity,35,ppt
%Device depth,11.85,m
%Upper layer depth,7.13,m
%middle-layer-depth,8.7,m
%Lower layer depth,10.27,m
%Avg speed,0.05,m/s
%Avg direction,172.18,deg
%Measurement counts,895
%Measurement interval,5,min
%Processor version,1.1.16.0,
%processed,"3/27/2025 10:17:03 AM",utc
%
%Time,Upper speed,Upper direction,Middle speed,Middle direction,Lower speed,Lower direction,Temperature,Depth,Tilt
%(Local time),m/s,deg,m/s,deg,m/s,deg,degC,m,deg
"3/9/2020 8:30:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,21.08,0.53,1.17
"3/9/2020 8:35:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,20.92,0.53,1.17
"3/9/2020 8:40:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,20.80,0.54,1.17
"3/9/2020 8:45:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,20.71,0.53,1.56
"3/9/2020 8:50:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,21.16,0.53,67.11
"3/9/2020 8:55:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,21.84,0.55,56.19
"3/9/2020 9:00:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,22.29,0.55,49.49
"3/9/2020 9:05:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,22.23,0.51,53.48
"3/9/2020 9:10:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,22.08,0.60,57.20
"3/9/2020 9:15:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,24.83,0.62,13.80
"3/9/2020 9:20:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,28.47,0.61,15.04
"3/9/2020 9:25:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,26.49,0.61,1.54
"3/9/2020 9:30:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,26.07,0.61,4.54
"3/9/2020 9:35:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,21.17,0.61,5.56
"3/9/2020 9:40:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,17.93,0.61,4.80
"3/9/2020 9:45:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,18.17,0.61,2.04
"3/9/2020 9:50:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,18.07,0.61,2.69
"3/9/2020 9:55:00 PM",Nan,Nan,Nan,Nan,Nan,Nan,17.47,5.63,4.59
"3/9/2020 10:00:00 PM",0.04,205.94,0.05,234.21,0.04,196.31,16.63,9.77,6.02
"3/9/2020 10:05:00 PM",0.02,255.07,0.03,230.71,0.04,210.47,16.52,9.77,5.99
"3/9/2020 10:10:00 PM",0.04,230.53,0.03,219.81,0.04,213.31,16.33,9.74,5.98
"3/9/2020 10:15:00 PM",0.02,209.05,0.03,290.56,0.03,280.30,16.25,9.72,5.96
"3/9/2020 10:20:00 PM",0.02,233.13,0.01,237.99,0.01,300.96,16.25,9.67,5.98
"3/9/2020 10:25:00 PM",0.02,187.43,0.02,235.30,0.02,8.13,16.24,9.66,5.96
"3/9/2020 10:30:00 PM",0.04,194.42,0.01,353.66,0.03,259.05,16.25,9.66,5.96
"3/9/2020 10:35:00 PM",0.01,118.61,0.01,356.19,0.02,293.20,16.23,9.63,5.94
"3/9/2020 10:40:00 PM",0.00,116.57,0.01,84.29,0.03,333.43,16.21,9.64,5.94
"3/9/2020 10:45:00 PM",0.01,135.00,0.01,270.00,0.03,311.99,16.17,9.63,5.93
"3/9/2020 10:50:00 PM",0.01,189.46,0.01,126.87,0.01,274.40,16.22,9.63,5.96
"3/9/2020 10:55:00 PM",0.03,55.30,0.01,279.46,0.00,341.57,16.18,9.63,5.94
"3/9/2020 11:00:00 PM",0.01,311.19,0.02,75.07,0.03,149.35,16.13,9.61,5.95
"3/9/2020 11:05:00 PM",0.02,68.20,0.03,76.43,0.01,255.96,16.09,9.59,5.96
"3/9/2020 11:10:00 PM",0.01,296.57,0.03,153.43,0.03,188.75,16.10,9.62,5.95
"3/9/2020 11:15:00 PM",0.01,240.95,0.00,0.00,0.02,232.43,16.10,9.63,5.94
"3/9/2020 11:20:00 PM",0.01,120.96,0.01,68.96,0.01,255.96,16.11,9.61,5.95
"3/9/2020 11:25:00 PM",0.01,302.01,0.01,270.00,0.02,291.80,16.14,9.63,5.94
"3/9/2020 11:30:00 PM",0.01,277.13,0.01,140.19,0.01,0.00,16.01,9.64,5.95
"3/9/2020 11:35:00 PM",0.01,254.05,0.01,270.00,0.02,186.34,15.96,9.65,5.92
"3/9/2020 11:40:00 PM",0.03,2.20,0.01,309.29,0.02,140.19,15.85,9.68,5.93
"3/9/2020 11:45:00 PM",0.01,345.96,0.03,355.91,0.02,288.43,16.01,9.68,5.93
"3/9/2020 11:50:00 PM",0.01,270.00,0.01,258.69,0.01,355.24,16.04,9.68,5.93
"3/9/2020 11:55:00 PM",0.02,25.46,0.01,288.43,0.01,7.13,16.09,9.70,5.93
"3/10/2020 12:00:00 AM",0.03,326.31,0.03,236.31,0.02,185.71,16.11,9.72,5.95
"3/10/2020 12:05:00 AM",0.01,180.00,0.02,135.00,0.03,137.49,15.90,9.72,5.96
"3/10/2020 12:10:00 AM",0.01,18.43,0.03,180.00,0.03,180.00,15.79,9.76,5.96
"3/10/2020 12:15:00 AM",0.03,175.43,0.02,212.91,0.03,148.39,15.61,9.77,5.94
"3/10/2020 12:20:00 AM",0.03,205.71,0.04,182.54,0.04,184.90,15.47,9.80,5.94
"3/10/2020 12:25:00 AM",0.04,180.00,0.04,178.57,0.03,208.30,15.32,9.82,5.94
"3/10/2020 12:30:00 AM",0.04,183.01,0.02,213.02,0.01,219.29,15.16,9.83,5.93
"3/10/2020 12:35:00 AM",0.04,172.50,0.04,164.62,0.01,204.44,15.09,9.86,5.92
"3/10/2020 12:40:00 AM",0.03,199.03,0.01,196.70,0.02,231.84,14.73,9.90,5.93
"3/10/2020 12:45:00 AM",0.07,166.37,0.04,183.01,0.03,219.29,14.43,9.93,5.90
"3/10/2020 12:50:00 AM",0.06,168.87,0.04,181.55,0.03,206.57,14.28,9.96,5.90
"3/10/2020 12:55:00 AM",0.04,175.24,0.02,226.97,0.01,213.69,14.24,9.99,5.92
"3/10/2020 1:00:00 AM",0.04,183.18,0.02,252.65,0.04,225.91,14.18,10.01,5.90
"3/10/2020 1:05:00 AM",0.03,182.05,0.03,217.57,0.06,187.13,14.09,10.05,5.92
"3/10/2020 1:10:00 AM",0.02,218.29,0.05,189.27,0.03,161.03,14.05,10.09,5.91
"3/10/2020 1:15:00 AM",0.03,173.88,0.05,200.70,0.05,167.59,13.98,10.11,5.92
"3/10/2020 1:20:00 AM",0.03,185.19,0.05,190.62,0.06,200.67,14.00,10.16,5.90
"3/10/2020 1:25:00 AM",0.03,169.88,0.04,184.18,0.02,176.42,14.01,10.17,5.90
"3/10/2020 1:30:00 AM",0.03,173.16,0.05,175.33,0.04,187.70,13.99,10.24,5.89
"3/10/2020 1:35:00 AM",0.04,194.04,0.04,165.96,0.03,149.74,13.95,10.28,5.89
"3/10/2020 1:40:00 AM",0.06,177.92,0.04,180.00,0.04,176.01,13.91,10.32,5.90
"3/10/2020 1:45:00 AM",0.03,178.21,0.04,187.59,0.04,199.36,13.89,10.37,5.90
"3/10/2020 1:50:00 AM",0.05,158.88,0.04,189.04,0.05,190.08,13.86,10.39,5.90
"3/10/2020 1:55:00 AM",0.04,161.57,0.04,165.62,0.07,175.60,13.85,10.43,5.89
"3/10/2020 2:00:00 AM",0.03,158.20,0.03,195.71,0.03,193.13,13.81,10.49,5.88
"3/10/2020 2:05:00 AM",0.02,187.43,0.01,131.19,0.03,178.21,13.74,10.52,5.89
"3/10/2020 2:10:00 AM",0.03,204.62,0.01,164.74,0.03,180.00,13.71,10.57,5.90
"3/10/2020 2:15:00 AM",0.00,296.57,0.03,154.98,0.04,147.99,13.68,10.61,5.88
"3/10/2020 2:20:00 AM",0.03,178.03,0.03,167.91,0.03,164.74,13.64,10.65,5.90
"3/10/2020 2:25:00 AM",0.03,175.60,0.01,147.53,0.04,199.44,13.50,10.69,5.90
"3/10/2020 2:30:00 AM",0.05,172.72,0.02,175.03,0.02,153.43,13.46,10.72,5.88
"3/10/2020 2:35:00 AM",0.05,156.80,0.04,197.93,0.04,176.99,13.44,10.77,5.88
"3/10/2020 2:40:00 AM",0.04,178.36,0.04,211.70,0.04,228.37,13.43,10.83,5.89
"3/10/2020 2:45:00 AM",0.02,173.99,0.01,169.70,0.02,218.16,13.43,10.86,5.87
"3/10/2020 2:50:00 AM",0.03,180.00,0.03,195.71,0.03,218.05,13.43,10.89,5.90
"3/10/2020 2:55:00 AM",0.02,168.69,0.00,270.00,0.04,245.22,13.45,10.95,5.87
"3/10/2020 3:00:00 AM",0.04,136.12,0.01,135.00,0.04,206.57,13.47,10.98,5.89
"3/10/2020 3:05:00 AM",0.03,116.57,0.01,213.69,0.05,241.29,13.45,11.01,5.90
"3/10/2020 3:10:00 AM",0.06,108.43,0.03,125.75,0.04,252.55,13.50,11.04,5.88
"3/10/2020 3:15:00 AM",0.05,105.07,0.04,126.57,0.02,287.35,13.71,11.06,5.89
"3/10/2020 3:20:00 AM",0.02,135.00,0.03,99.16,0.03,146.31,13.73,11.09,5.89
"3/10/2020 3:25:00 AM",0.03,159.44,0.03,205.77,0.03,250.97,13.73,11.13,5.90
"3/10/2020 3:30:00 AM",0.04,192.53,0.04,260.27,0.03,237.38,13.40,11.18,5.89
"3/10/2020 3:35:00 AM",0.02,255.96,0.03,310.60,0.00,255.96,13.35,11.20,5.90
"3/10/2020 3:40:00 AM",0.01,175.60,0.01,325.01,0.02,300.47,13.29,11.25,5.86
"3/10/2020 3:45:00 AM",0.02,173.99,0.03,276.34,0.05,293.36,13.46,11.27,5.87
"3/10/2020 3:50:00 AM",0.02,219.47,0.01,228.81,0.04,231.84,13.50,11.28,5.87
"3/10/2020 3:55:00 AM",0.02,210.96,0.02,339.44,0.03,303.11,13.35,11.32,5.87
"3/10/2020 4:00:00 AM",0.03,161.57,0.03,200.77,0.02,247.17,13.67,11.33,5.89
"3/10/2020 4:05:00 AM",0.02,107.35,0.01,270.00,0.04,231.84,13.75,11.35,5.88
"3/10/2020 4:10:00 AM",0.02,82.87,0.01,236.31,0.02,288.43,13.42,11.38,5.88
"3/10/2020 4:15:00 AM",0.01,120.96,0.04,268.67,0.02,288.43,13.20,11.43,5.90
"3/10/2020 4:20:00 AM",0.01,107.10,0.04,283.39,0.02,334.98,13.21,11.45,5.88
"3/10/2020 4:25:00 AM",0.01,273.81,0.08,277.59,0.04,289.98,13.23,11.45,5.88
"3/10/2020 4:30:00 AM",0.02,356.99,0.04,295.41,0.04,294.86,13.27,11.47,5.90
"3/10/2020 4:35:00 AM",0.02,15.26,0.02,244.98,0.05,271.17,13.46,11.51,5.88
"3/10/2020 4:40:00 AM",0.05,28.01,0.03,326.82,0.04,297.30,14.50,11.50,5.89
"3/10/2020 4:45:00 AM",0.03,10.62,0.01,326.31,0.04,321.55,14.20,11.52,5.91
"3/10/2020 4:50:00 AM",0.09,7.77,0.08,320.81,0.10,307.33,14.40,11.52,5.92
"3/10/2020 4:55:00 AM",0.07,49.40,0.05,16.26,0.05,346.24,14.76,11.55,5.90
"3/10/2020 5:00:00 AM",0.07,72.39,0.04,45.94,0.06,345.96,15.64,11.54,5.91
"3/10/2020 5:05:00 AM",0.09,69.01,0.05,28.14,0.08,335.74,15.82,11.54,5.89
"3/10/2020 5:10:00 AM",0.08,71.78,0.05,54.73,0.07,4.64,15.88,11.54,5.92
"3/10/2020 5:15:00 AM",0.07,102.34,0.05,99.87,0.04,62.02,15.97,11.57,5.93
"3/10/2020 5:20:00 AM",0.05,78.69,0.05,86.35,0.02,48.81,15.98,11.56,5.91
"3/10/2020 5:25:00 AM",0.04,147.53,0.03,86.19,0.04,90.00,15.95,11.55,5.92
"3/10/2020 5:30:00 AM",0.04,116.57,0.07,141.89,0.03,210.65,15.92,11.58,5.91
"3/10/2020 5:35:00 AM",0.03,183.95,0.03,264.47,0.03,161.57,15.94,11.56,5.91
"3/10/2020 5:40:00 AM",0.04,163.18,0.03,137.49,0.02,153.43,15.93,11.55,5.91
"3/10/2020 5:45:00 AM",0.05,145.98,0.03,135.00,0.03,85.60,15.91,11.54,5.93
"3/10/2020 5:50:00 AM",0.04,196.14,0.03,145.78,0.04,115.35,15.74,11.54,5.96
"3/10/2020 5:55:00 AM",0.03,169.38,0.04,127.15,0.07,141.89,15.37,11.54,5.95
"3/10/2020 6:00:00 AM",0.04,178.57,0.09,175.40,0.09,162.76,15.30,11.52,5.91
"3/10/2020 6:05:00 AM",0.06,180.00,0.11,173.20,0.10,172.74,15.27,11.49,5.93
"3/10/2020 6:10:00 AM",0.06,192.43,0.12,175.07,0.09,166.43,15.27,11.50,5.90
"3/10/2020 6:15:00 AM",0.09,177.56,0.08,176.51,0.07,172.20,15.25,11.49,5.91
"3/10/2020 6:20:00 AM",0.10,174.64,0.09,178.74,0.09,170.96,15.27,11.45,5.91
"3/10/2020 6:25:00 AM",0.11,179.46,0.10,173.60,0.08,181.45,15.27,11.43,5.93
"3/10/2020 6:30:00 AM",0.11,185.06,0.11,181.61,0.10,181.10,15.29,11.43,5.93
"3/10/2020 6:35:00 AM",0.10,173.42,0.11,186.23,0.08,182.20,15.30,11.39,5.91
"3/10/2020 6:40:00 AM",0.09,190.30,0.08,180.00,0.08,184.29,15.34,11.37,5.91
"3/10/2020 6:45:00 AM",0.06,191.66,0.06,175.31,0.07,174.21,15.34,11.36,5.91
"3/10/2020 6:50:00 AM",0.07,194.66,0.07,177.61,0.04,187.77,15.35,11.34,5.93
"3/10/2020 6:55:00 AM",0.07,186.15,0.06,178.18,0.04,161.97,15.32,11.33,5.91
"3/10/2020 7:00:00 AM",0.04,202.38,0.05,181.15,0.07,175.67,15.32,11.28,5.92
"3/10/2020 7:05:00 AM",0.09,221.69,0.03,184.57,0.05,187.52,15.31,11.28,5.90
"3/10/2020 7:10:00 AM",0.16,216.00,0.09,204.90,0.06,190.30,15.29,11.23,5.93
"3/10/2020 7:15:00 AM",0.18,210.85,0.12,202.41,0.11,214.11,15.33,11.21,5.92
"3/10/2020 7:20:00 AM",0.22,206.92,0.17,204.94,0.15,210.37,15.54,11.16,5.90
"3/10/2020 7:25:00 AM",0.24,211.93,0.26,209.72,0.22,215.42,15.70,11.14,5.87
"3/10/2020 7:30:00 AM",0.28,203.69,0.28,203.12,0.27,213.05,15.65,11.11,5.86
"3/10/2020 7:35:00 AM",0.25,199.38,0.24,214.99,0.26,215.21,15.60,11.08,5.85
"3/10/2020 7:40:00 AM",0.23,197.16,0.24,197.07,0.23,206.24,15.63,11.03,5.88
"3/10/2020 7:45:00 AM",0.19,205.74,0.20,201.32,0.21,208.72,15.65,11.00,5.88
"3/10/2020 7:50:00 AM",0.20,209.39,0.21,197.55,0.19,205.09,15.65,10.97,5.86
"3/10/2020 7:55:00 AM",0.18,196.70,0.20,201.12,0.22,202.09,15.64,10.94,5.90
"3/10/2020 8:00:00 AM",0.19,203.39,0.20,200.28,0.21,204.40,15.63,10.92,5.87
"3/10/2020 8:05:00 AM",0.25,209.32,0.23,203.69,0.20,205.69,15.61,10.88,5.87
"3/10/2020 8:10:00 AM",0.30,201.19,0.28,214.96,0.24,212.31,15.59,10.85,5.90
"3/10/2020 8:15:00 AM",0.32,209.35,0.32,210.04,0.29,218.03,15.58,10.81,5.88
"3/10/2020 8:20:00 AM",0.34,210.47,0.34,212.51,0.30,217.82,15.59,10.79,5.89
"3/10/2020 8:25:00 AM",0.28,203.90,0.31,205.49,0.32,210.66,15.67,10.75,5.90
"3/10/2020 8:30:00 AM",0.27,202.07,0.31,206.31,0.32,214.23,15.75,10.71,5.84
"3/10/2020 8:35:00 AM",0.24,199.18,0.26,199.00,0.30,204.27,15.81,10.72,5.84
"3/10/2020 8:40:00 AM",0.23,202.03,0.23,194.33,0.25,201.80,15.84,10.65,5.87
"3/10/2020 8:45:00 AM",0.21,194.69,0.23,199.23,0.24,200.64,15.86,10.63,5.84
"3/10/2020 8:50:00 AM",0.21,200.10,0.23,200.35,0.24,205.92,15.86,10.59,5.92
"3/10/2020 8:55:00 AM",0.20,193.97,0.20,201.43,0.23,205.33,15.89,10.56,5.91
"3/10/2020 9:00:00 AM",0.22,200.01,0.22,197.62,0.21,206.80,15.90,10.55,5.87
"3/10/2020 9:05:00 AM",0.20,203.43,0.22,198.68,0.22,202.28,15.93,10.51,5.85
"3/10/2020 9:10:00 AM",0.20,193.83,0.20,195.03,0.19,203.84,15.90,10.48,5.94
"3/10/2020 9:15:00 AM",0.21,197.85,0.21,196.88,0.20,205.16,15.89,10.45,5.84
"3/10/2020 9:20:00 AM",0.18,196.43,0.20,201.48,0.20,198.17,15.88,10.43,5.92
"3/10/2020 9:25:00 AM",0.17,191.51,0.16,203.20,0.17,204.06,15.90,10.39,5.91
"3/10/2020 9:30:00 AM",0.12,185.96,0.11,189.80,0.15,196.74,15.93,10.38,5.93
"3/10/2020 9:35:00 AM",0.12,172.69,0.13,179.13,0.11,184.16,15.97,10.35,5.96
"3/10/2020 9:40:00 AM",0.10,144.81,0.06,157.86,0.07,187.91,15.97,10.34,5.97
"3/10/2020 9:45:00 AM",0.06,201.04,0.08,196.35,0.06,226.40,15.98,10.30,5.98
"3/10/2020 9:50:00 AM",0.06,170.71,0.03,195.71,0.03,234.25,15.97,10.26,5.98
"3/10/2020 9:55:00 AM",0.02,199.98,0.04,204.68,0.05,233.13,15.92,10.26,5.97
"3/10/2020 10:00:00 AM",0.04,218.23,0.06,210.32,0.05,225.86,15.95,10.23,5.98
"3/10/2020 10:05:00 AM",0.02,219.09,0.02,210.47,0.05,217.35,15.93,10.20,5.97
"3/10/2020 10:10:00 AM",0.05,227.64,0.04,231.84,0.04,221.19,15.90,10.20,5.97
"3/10/2020 10:15:00 AM",0.03,211.76,0.04,195.75,0.02,227.29,15.90,10.17,5.96
"3/10/2020 10:20:00 AM",0.03,212.74,0.04,256.68,0.04,232.82,15.91,10.16,5.97
"3/10/2020 10:25:00 AM",0.02,183.37,0.06,187.13,0.05,202.71,15.91,10.14,5.96
"3/10/2020 10:30:00 AM",0.03,195.42,0.05,181.12,0.07,178.43,15.94,10.13,5.96
"3/10/2020 10:35:00 AM",0.04,159.62,0.03,172.41,0.02,165.07,15.94,10.11,5.97
"3/10/2020 10:40:00 AM",0.03,123.69,0.04,150.80,0.03,169.38,15.93,10.11,5.96
"3/10/2020 10:45:00 AM",0.03,120.65,0.04,149.47,0.04,173.83,15.95,10.09,5.96
"3/10/2020 10:50:00 AM",0.02,188.97,0.02,166.61,0.03,181.91,15.95,10.09,5.97
"3/10/2020 10:55:00 AM",0.02,64.98,0.02,145.62,0.03,174.09,15.96,10.08,5.95
"3/10/2020 11:00:00 AM",0.05,154.49,0.04,129.81,0.03,136.55,15.96,10.07,5.97
"3/10/2020 11:05:00 AM",0.02,167.47,0.03,176.19,0.01,188.13,15.96,10.08,5.95
"3/10/2020 11:10:00 AM",0.02,150.26,0.03,142.43,0.02,193.24,15.96,10.09,5.96
"3/10/2020 11:15:00 AM",0.01,116.57,0.01,153.43,0.02,151.19,15.96,10.09,5.96
"3/10/2020 11:20:00 AM",0.01,120.96,0.03,205.77,0.03,165.96,15.95,10.09,5.97
"3/10/2020 11:25:00 AM",0.02,177.61,0.02,163.61,0.04,185.57,15.93,10.08,5.97
"3/10/2020 11:30:00 AM",0.03,189.09,0.05,175.24,0.04,176.19,15.93,10.11,5.96
"3/10/2020 11:35:00 AM",0.03,180.00,0.06,165.20,0.04,167.80,15.93,10.09,5.96
"3/10/2020 11:40:00 AM",0.06,177.95,0.04,180.00,0.05,182.49,15.92,10.12,5.95
"3/10/2020 11:45:00 AM",0.05,206.57,0.06,183.95,0.04,196.31,15.91,10.12,5.95
"3/10/2020 11:50:00 AM",0.04,181.33,0.04,203.03,0.07,173.57,15.84,10.13,5.97
"3/10/2020 11:55:00 AM",0.04,203.96,0.05,212.01,0.05,192.01,15.78,10.14,5.95
"3/10/2020 12:00:00 PM",0.04,195.38,0.04,208.39,0.06,183.07,15.81,10.16,5.96
"3/10/2020 12:05:00 PM",0.03,174.81,0.03,195.42,0.04,178.73,15.74,10.17,5.95
"3/10/2020 12:10:00 PM",0.02,188.53,0.04,188.75,0.05,173.93,15.83,10.18,5.95
"3/10/2020 12:15:00 PM",0.04,204.10,0.03,157.07,0.03,192.72,15.79,10.22,5.94
"3/10/2020 12:20:00 PM",0.03,189.46,0.06,186.23,0.04,217.65,15.83,10.23,5.95
"3/10/2020 12:25:00 PM",0.02,202.25,0.03,202.48,0.03,183.81,15.83,10.24,5.95
"3/10/2020 12:30:00 PM",0.05,192.26,0.04,210.53,0.04,184.90,15.81,10.26,5.95
"3/10/2020 12:35:00 PM",0.04,182.86,0.03,200.56,0.04,196.70,15.83,10.29,5.95
"3/10/2020 12:40:00 PM",0.04,225.91,0.04,191.31,0.05,177.71,15.82,10.32,5.97
"3/10/2020 12:45:00 PM",0.05,193.76,0.05,190.62,0.04,207.70,15.22,10.36,5.96
"3/10/2020 12:50:00 PM",0.06,189.95,0.05,173.16,0.04,187.31,15.03,10.38,5.95
"3/10/2020 12:55:00 PM",0.04,196.31,0.07,189.61,0.05,225.00,14.98,10.39,5.96
"3/10/2020 1:00:00 PM",0.04,178.45,0.07,173.19,0.05,196.59,14.84,10.43,5.94
"3/10/2020 1:05:00 PM",0.04,163.18,0.05,167.59,0.03,247.83,14.91,10.46,5.94
"3/10/2020 1:10:00 PM",0.06,191.50,0.06,212.11,0.02,244.65,14.88,10.50,5.95
"3/10/2020 1:15:00 PM",0.04,193.09,0.05,226.74,0.04,277.91,14.47,10.54,5.96
"3/10/2020 1:20:00 PM",0.08,186.58,0.06,201.25,0.02,249.44,14.03,10.57,5.95
"3/10/2020 1:25:00 PM",0.06,180.00,0.06,198.43,0.01,212.47,14.07,10.60,5.93
"3/10/2020 1:30:00 PM",0.07,196.19,0.06,202.48,0.05,274.97,14.56,10.63,5.93
"3/10/2020 1:35:00 PM",0.06,176.25,0.08,186.58,0.01,231.34,14.64,10.67,5.94
"3/10/2020 1:40:00 PM",0.05,178.92,0.07,200.66,0.03,338.20,14.71,10.69,5.94
"3/10/2020 1:45:00 PM",0.04,192.20,0.04,192.80,0.01,36.87,14.58,10.74,5.93
"3/10/2020 1:50:00 PM",0.04,209.93,0.05,193.24,0.04,23.81,14.49,10.79,5.96
"3/10/2020 1:55:00 PM",0.05,189.64,0.04,193.09,0.01,53.13,14.59,10.83,5.93
"3/10/2020 2:00:00 PM",0.05,181.12,0.02,204.44,0.06,21.10,14.63,10.86,5.95
"3/10/2020 2:05:00 PM",0.04,205.20,0.05,214.99,0.03,29.05,14.86,10.88,5.94
"3/10/2020 2:10:00 PM",0.04,205.91,0.03,219.29,0.04,46.01,14.85,10.94,5.94
"3/10/2020 2:15:00 PM",0.04,197.93,0.04,185.57,0.02,2.73,14.97,10.96,5.95
"3/10/2020 2:20:00 PM",0.03,169.05,0.03,194.47,0.03,20.56,15.00,11.01,5.97
"3/10/2020 2:25:00 PM",0.06,174.99,0.04,191.56,0.02,14.04,14.86,11.06,5.95
"3/10/2020 2:30:00 PM",0.04,187.31,0.05,202.71,0.04,4.90,14.63,11.09,5.95
"3/10/2020 2:35:00 PM",0.04,181.51,0.06,170.54,0.02,343.07,14.67,11.12,5.94
"3/10/2020 2:40:00 PM",0.05,167.99,0.03,182.20,0.05,26.00,14.39,11.16,5.96
"3/10/2020 2:45:00 PM",0.04,177.14,0.03,191.31,0.03,20.56,14.23,11.20,5.96
"3/10/2020 2:50:00 PM",0.05,168.69,0.04,205.35,0.02,66.37,14.12,11.23,5.93
"3/10/2020 2:55:00 PM",0.07,183.52,0.03,165.96,0.03,78.69,14.09,11.26,5.92
"3/10/2020 3:00:00 PM",0.03,181.97,0.02,154.54,0.02,17.53,14.03,11.30,5.91
"3/10/2020 3:05:00 PM",0.05,226.59,0.03,196.70,0.04,44.09,13.87,11.34,5.92
"3/10/2020 3:10:00 PM",0.03,222.40,0.03,205.56,0.03,356.42,13.82,11.38,5.92
"3/10/2020 3:15:00 PM",0.04,206.57,0.02,165.96,0.04,343.69,13.81,11.40,5.93
"3/10/2020 3:20:00 PM",0.01,164.05,0.01,203.96,0.02,17.53,13.88,11.44,5.93
"3/10/2020 3:25:00 PM",0.03,171.25,0.02,154.98,0.04,55.41,14.03,11.48,5.92
"3/10/2020 3:30:00 PM",0.02,165.96,0.00,225.00,0.03,54.87,14.11,11.49,5.94
"3/10/2020 3:35:00 PM",0.02,132.71,0.01,99.46,0.03,8.37,13.98,11.53,5.96
"3/10/2020 3:40:00 PM",0.02,172.23,0.01,105.95,0.03,73.30,13.68,11.57,5.94
"3/10/2020 3:45:00 PM",0.04,143.75,0.01,108.43,0.01,111.80,13.54,11.61,5.93
"3/10/2020 3:50:00 PM",0.03,131.99,0.01,296.57,0.03,184.57,13.51,11.62,5.92
"3/10/2020 3:55:00 PM",0.02,83.66,0.01,30.96,0.05,165.14,13.50,11.64,5.92
"3/10/2020 4:00:00 PM",0.02,165.07,0.01,105.26,0.03,248.84,13.47,11.68,5.92
"3/10/2020 4:05:00 PM",0.01,218.66,0.01,78.69,0.01,212.47,13.45,11.70,5.91
"3/10/2020 4:10:00 PM",0.01,93.81,0.03,66.25,0.03,235.18,13.44,11.73,5.92
"3/10/2020 4:15:00 PM",0.03,61.39,0.03,38.99,0.03,272.20,13.44,11.75,5.90
"3/10/2020 4:20:00 PM",0.01,105.95,0.01,60.95,0.03,353.88,13.47,11.78,5.88
"3/10/2020 4:25:00 PM",0.02,86.82,0.01,70.35,0.04,315.91,13.57,11.79,5.92
"3/10/2020 4:30:00 PM",0.03,348.69,0.02,61.93,0.02,340.02,13.46,11.80,5.88
"3/10/2020 4:35:00 PM",0.01,16.70,0.03,11.77,0.02,92.73,13.49,11.82,5.93
"3/10/2020 4:40:00 PM",0.03,15.95,0.03,12.72,0.04,16.14,14.54,11.84,5.92
"3/10/2020 4:45:00 PM",0.06,30.32,0.06,23.75,0.07,0.00,15.57,11.83,5.95
"3/10/2020 4:50:00 PM",0.06,51.34,0.03,35.31,0.05,6.34,15.67,11.85,5.95
"3/10/2020 4:55:00 PM",0.06,76.43,0.05,42.77,0.03,28.30,15.74,11.85,5.96
"3/10/2020 5:00:00 PM",0.03,63.43,0.03,95.71,0.01,342.90,15.77,11.87,5.96
"3/10/2020 5:05:00 PM",0.03,107.74,0.01,147.99,0.01,264.81,15.80,11.86,5.99
"3/10/2020 5:10:00 PM",0.02,120.96,0.04,129.40,0.00,116.57,15.83,11.87,5.97
"3/10/2020 5:15:00 PM",0.03,93.58,0.02,153.43,0.03,200.14,15.84,11.88,5.97
"3/10/2020 5:20:00 PM",0.04,107.93,0.03,136.27,0.04,177.14,15.83,11.87,5.95
"3/10/2020 5:25:00 PM",0.03,140.19,0.02,160.71,0.04,213.23,15.83,11.85,6.00
"3/10/2020 5:30:00 PM",0.04,143.67,0.03,165.07,0.02,243.43,15.84,11.85,5.99
"3/10/2020 5:35:00 PM",0.04,140.53,0.05,159.44,0.04,227.91,15.85,11.85,5.96
