%Eco Export
%
%
%Title,20250228_Porpoise pool
%
%Data ID,38F5D99A-5610-46DF-8BCE-D3C2ED8B16A8
%User ID,B6FF73A9-E9FB-4AA2-9F40-347EE851EDFB
%Instrument ID,Eco_0713
%Firmware version,8008.8
%Created,"2/28/2025 1:36:02 PM",Local time
%Start Time,"2/24/2025 2:12:30 PM",Local time
%End time,"2/28/2025 1:20:30 PM",Local time
%Time zone offset,-60,min
%Latitude,0,deg
%Longitude,0,deg
%Magnetic declination,0,deg
%Salinity,17,ppt
%Device depth,3.2,m
%Upper layer depth,1.5,m
%middle-layer-depth,2,m
%Lower layer depth,2.85,m
%Avg speed,0.05,m/s
%Avg direction,184.32,deg
%Measurement counts,2855
%Measurement interval,2,min
%Processor version,1.1.16.0,
%processed,"2/28/2025 1:03:27 PM",utc
%
%Time,Upper speed,Upper direction,Middle speed,Middle direction,Lower speed,Lower direction,Temperature,Depth,Tilt
%(Local time),m/s,deg,m/s,deg,m/s,deg,degC,m,deg
"2/25/2025 1:54:30 PM",0.02,140.19,0.00,206.57,0.03,140.44,3.82,3.02,12.54
"2/25/2025 1:56:30 PM",0.02,119.36,0.01,82.41,0.02,161.57,3.81,3.02,12.54
"2/25/2025 1:58:30 PM",0.04,180.00,0.01,135.00,0.02,184.76,3.80,3.02,12.54
"2/25/2025 2:00:30 PM",0.03,104.04,0.02,147.99,0.02,161.57,3.79,3.01,12.54
"2/25/2025 2:02:30 PM",0.03,211.33,0.01,191.31,0.04,210.14,3.77,3.01,12.55
"2/25/2025 2:04:30 PM",0.02,194.74,0.02,171.87,0.03,212.74,3.76,3.00,12.54
"2/25/2025 2:06:30 PM",0.01,323.97,0.01,344.05,0.01,28.30,3.80,3.00,12.54
"2/25/2025 2:08:30 PM",0.01,39.29,0.02,280.01,0.01,220.60,3.83,3.00,12.54
"2/25/2025 2:10:30 PM",0.01,253.30,0.02,242.35,0.06,205.20,3.80,3.00,12.54
"2/25/2025 2:12:30 PM",0.03,305.54,0.03,340.91,0.02,320.91,3.83,2.99,12.54
"2/25/2025 2:14:30 PM",0.02,121.43,0.01,189.46,0.02,301.43,3.94,2.99,12.54
"2/25/2025 2:16:30 PM",0.04,133.83,0.02,159.78,0.01,128.66,3.93,3.00,12.54
"2/25/2025 2:18:30 PM",0.04,1.51,0.04,315.00,0.03,319.97,3.91,3.01,12.54
"2/25/2025 2:20:30 PM",0.02,177.14,0.02,213.02,0.04,195.59,3.95,3.00,12.54
"2/25/2025 2:22:30 PM",0.02,55.62,0.05,19.57,0.01,305.54,3.97,3.00,12.54
"2/25/2025 2:24:30 PM",0.02,306.38,0.05,220.60,0.04,200.22,4.08,2.99,12.54
"2/25/2025 2:26:30 PM",0.01,131.19,0.03,93.95,0.03,41.35,4.14,2.99,12.54
"2/25/2025 2:28:30 PM",0.02,69.78,0.02,59.53,0.01,0.00,4.13,2.98,12.54
"2/25/2025 2:30:30 PM",0.00,296.57,0.01,230.19,0.01,11.31,4.12,2.98,12.54
"2/25/2025 2:32:30 PM",0.01,165.96,0.01,213.69,0.00,236.31,4.12,2.98,12.54
"2/25/2025 2:34:30 PM",0.01,15.26,0.01,9.46,0.02,244.65,4.17,2.98,12.54
"2/25/2025 2:36:30 PM",0.02,46.74,0.02,104.93,0.02,198.43,4.20,2.97,12.54
"2/25/2025 2:38:30 PM",0.03,72.65,0.02,135.00,0.01,170.54,4.22,2.96,12.54
"2/25/2025 2:40:30 PM",0.03,77.01,0.03,338.55,0.03,243.43,4.23,2.96,12.54
"2/25/2025 2:42:30 PM",0.02,197.65,0.03,275.53,0.02,319.76,4.23,2.96,12.54
"2/25/2025 2:44:30 PM",0.02,156.04,0.02,177.14,0.02,270.00,4.24,2.96,12.54
"2/25/2025 2:46:30 PM",0.04,72.47,0.03,326.82,0.02,144.78,4.25,2.96,12.54
"2/25/2025 2:48:30 PM",0.04,25.94,0.03,45.00,0.03,60.02,4.27,2.96,12.54
"2/25/2025 2:50:30 PM",0.03,276.58,0.01,165.96,0.01,354.81,4.27,2.95,12.54
"2/25/2025 2:52:30 PM",0.03,6.12,0.02,248.20,0.00,90.00,4.29,2.95,12.54
"2/25/2025 2:54:30 PM",0.01,293.20,0.01,153.43,0.01,331.39,4.30,2.96,12.54
"2/25/2025 2:56:30 PM",0.02,338.75,0.02,337.62,0.02,332.35,4.32,2.96,12.54
"2/25/2025 2:58:30 PM",0.02,272.86,0.01,291.80,0.02,25.02,4.33,2.95,12.54
"2/25/2025 3:00:30 PM",0.01,213.69,0.02,228.81,0.01,168.69,4.33,2.94,12.54
"2/25/2025 3:02:30 PM",0.03,234.46,0.02,250.82,0.02,193.24,4.34,2.94,12.54
"2/25/2025 3:04:30 PM",0.01,129.81,0.01,45.00,0.01,85.60,4.34,2.94,12.54
"2/25/2025 3:06:30 PM",0.03,69.86,0.02,41.19,0.02,126.25,4.35,2.94,12.54
"2/25/2025 3:08:30 PM",0.03,181.85,0.02,157.17,0.03,167.01,4.36,2.94,12.53
"2/25/2025 3:10:30 PM",0.02,20.85,0.01,12.53,0.01,336.80,4.38,2.94,12.53
"2/25/2025 3:12:30 PM",0.03,194.47,0.02,244.98,0.02,221.42,4.39,2.94,12.53
"2/25/2025 3:14:30 PM",0.03,215.54,0.02,250.82,0.03,357.95,4.39,2.94,12.53
"2/25/2025 3:16:30 PM",0.03,194.93,0.02,230.91,0.01,38.66,4.39,2.94,12.53
"2/25/2025 3:18:30 PM",0.02,337.17,0.02,236.31,0.02,7.13,4.39,2.94,12.53
"2/25/2025 3:20:30 PM",0.02,103.39,0.02,145.49,0.01,153.43,4.39,2.94,12.53
"2/25/2025 3:22:30 PM",0.01,220.60,0.03,220.10,0.02,200.85,4.39,2.94,12.53
"2/25/2025 3:24:30 PM",0.04,219.64,0.04,194.04,0.01,199.65,4.39,2.93,12.53
"2/25/2025 3:26:30 PM",0.03,113.50,0.02,154.54,0.03,178.32,4.39,2.93,12.53
"2/25/2025 3:28:30 PM",0.05,175.60,0.04,194.35,0.04,122.01,4.41,2.93,12.53
"2/25/2025 3:30:30 PM",0.01,199.98,0.02,202.25,0.01,278.13,4.41,2.93,12.53
"2/25/2025 3:32:30 PM",0.01,254.05,0.02,153.43,0.01,288.43,4.42,2.92,12.53
"2/25/2025 3:34:30 PM",0.04,25.11,0.01,225.00,0.03,259.51,4.42,2.93,12.53
"2/25/2025 3:36:30 PM",0.02,52.59,0.02,233.75,0.02,334.80,4.42,2.92,12.54
"2/25/2025 3:38:30 PM",0.01,146.31,0.01,201.80,0.07,254.90,4.43,2.92,12.54
"2/25/2025 3:40:30 PM",0.01,219.29,0.02,311.19,0.01,186.34,4.43,2.92,12.54
"2/25/2025 3:42:30 PM",0.01,253.30,0.02,343.07,0.04,278.53,4.43,2.92,12.54
"2/25/2025 3:44:30 PM",0.02,244.80,0.02,160.82,0.00,296.57,4.43,2.92,12.53
"2/25/2025 3:46:30 PM",0.02,16.70,0.03,17.35,0.05,323.34,4.43,2.91,12.54
"2/25/2025 3:48:30 PM",0.01,231.34,0.01,116.57,0.04,323.75,4.43,2.91,12.53
"2/25/2025 3:50:30 PM",0.02,290.22,0.02,297.65,0.04,0.00,4.44,2.91,12.54
"2/25/2025 3:52:30 PM",0.01,161.57,0.03,195.71,0.00,63.43,4.44,2.90,12.54
"2/25/2025 3:54:30 PM",0.02,245.77,0.00,165.96,0.01,155.56,4.44,2.90,12.54
"2/25/2025 3:56:30 PM",0.04,271.43,0.03,225.00,0.02,312.71,4.45,2.90,12.54
"2/25/2025 3:58:30 PM",0.01,351.87,0.03,15.07,0.00,315.00,4.44,2.90,12.54
"2/25/2025 4:00:30 PM",0.03,65.38,0.02,30.96,0.02,294.23,4.44,2.90,12.54
"2/25/2025 4:02:30 PM",0.03,276.12,0.02,252.35,0.03,334.36,4.44,2.90,12.54
"2/25/2025 4:04:30 PM",0.01,355.91,0.04,57.17,0.04,345.96,4.43,2.90,12.54
"2/25/2025 4:06:30 PM",0.07,108.18,0.04,164.05,0.02,229.40,4.43,2.90,12.53
"2/25/2025 4:08:30 PM",0.01,291.80,0.03,231.34,0.03,311.99,4.43,2.90,12.54
"2/25/2025 4:10:30 PM",0.02,142.13,0.04,192.99,0.04,257.80,4.43,2.90,12.54
"2/25/2025 4:12:30 PM",0.02,59.04,0.01,315.00,0.03,337.83,4.42,2.90,12.54
"2/25/2025 4:14:30 PM",0.03,195.26,0.01,151.39,0.03,256.37,4.41,2.90,12.54
"2/25/2025 4:16:30 PM",0.02,296.57,0.02,306.25,0.04,10.18,4.42,2.90,12.54
"2/25/2025 4:18:30 PM",0.04,216.87,0.03,241.82,0.05,286.46,4.42,2.90,12.54
"2/25/2025 4:20:30 PM",0.02,4.97,0.02,282.26,0.02,272.60,4.42,2.91,12.54
"2/25/2025 4:22:30 PM",0.03,338.63,0.02,340.71,0.03,354.09,4.41,2.91,12.54
"2/25/2025 4:24:30 PM",0.04,52.35,0.01,11.31,0.02,330.95,4.41,2.90,12.54
"2/25/2025 4:26:30 PM",0.00,104.04,0.02,251.57,0.03,303.18,4.41,2.90,12.54
"2/25/2025 4:28:30 PM",0.02,336.80,0.02,299.74,0.03,315.00,4.39,2.90,12.54
"2/25/2025 4:30:30 PM",0.02,254.48,0.01,213.69,0.04,274.76,4.39,2.90,12.54
"2/25/2025 4:32:30 PM",0.04,289.36,0.03,228.99,0.04,239.86,4.40,2.90,12.54
"2/25/2025 4:34:30 PM",0.04,30.26,0.03,24.15,0.05,356.50,4.38,2.90,12.54
"2/25/2025 4:36:30 PM",0.01,344.05,0.03,28.44,0.02,296.57,4.39,2.90,12.53
"2/25/2025 4:38:30 PM",0.05,251.57,0.01,270.00,0.03,240.75,4.38,2.89,12.53
"2/25/2025 4:40:30 PM",0.04,344.62,0.02,349.99,0.01,274.76,4.37,2.89,12.54
"2/25/2025 4:42:30 PM",0.02,351.47,0.01,277.13,0.02,255.96,4.37,2.89,12.53
"2/25/2025 4:44:30 PM",0.01,321.34,0.03,239.74,0.03,316.22,4.36,2.90,12.54
"2/25/2025 4:46:30 PM",0.05,23.05,0.04,20.92,0.04,339.08,4.36,2.90,12.54
"2/25/2025 4:48:30 PM",0.02,0.00,0.01,326.31,0.00,326.31,4.35,2.90,12.53
"2/25/2025 4:50:30 PM",0.01,122.01,0.01,198.43,0.01,101.31,4.35,2.89,12.53
"2/25/2025 4:52:30 PM",0.01,290.56,0.02,2.73,0.03,294.78,4.36,2.89,12.54
"2/25/2025 4:54:30 PM",0.03,148.17,0.03,78.69,0.02,255.38,4.35,2.90,12.53
"2/25/2025 4:56:30 PM",0.02,0.00,0.03,318.65,0.03,298.61,4.35,2.90,12.53
"2/25/2025 4:58:30 PM",0.07,251.81,0.04,235.89,0.04,296.57,4.36,2.90,12.54
"2/25/2025 5:00:30 PM",0.03,264.09,0.03,288.43,0.01,326.31,4.36,2.89,12.54
"2/25/2025 5:02:30 PM",0.03,108.43,0.01,315.00,0.04,329.30,4.35,2.90,12.54
"2/25/2025 5:04:30 PM",0.03,352.15,0.02,357.14,0.03,349.38,4.35,2.90,12.53
"2/25/2025 5:06:30 PM",0.01,90.00,0.01,288.43,0.04,7.31,4.36,2.90,12.54
"2/25/2025 5:08:30 PM",0.02,192.26,0.02,259.70,0.04,232.82,4.35,2.90,12.54
"2/25/2025 5:10:30 PM",0.03,64.36,0.04,131.88,0.03,167.91,4.35,2.90,12.54
"2/25/2025 5:12:30 PM",0.04,228.01,0.02,201.25,0.01,351.25,4.36,2.90,12.53
"2/25/2025 5:14:30 PM",0.03,192.72,0.04,161.57,0.01,122.47,4.35,2.89,12.54
"2/25/2025 5:16:30 PM",0.02,11.89,0.01,230.19,0.04,1.36,4.35,2.90,12.53
"2/25/2025 5:18:30 PM",0.02,210.47,0.01,248.96,0.03,256.50,4.35,2.90,12.54
"2/25/2025 5:20:30 PM",0.01,291.80,0.01,156.80,0.01,84.81,4.36,2.90,12.53
"2/25/2025 5:22:30 PM",0.03,103.63,0.01,0.00,0.00,135.00,4.36,2.90,12.53
"2/25/2025 5:24:30 PM",0.01,101.31,0.01,355.60,0.03,6.84,4.36,2.90,12.53
"2/25/2025 5:26:30 PM",0.03,304.29,0.04,321.77,0.02,180.00,4.36,2.90,12.54
"2/25/2025 5:28:30 PM",0.01,113.20,0.02,137.12,0.03,202.17,4.35,2.89,12.53
"2/25/2025 5:30:30 PM",0.03,21.45,0.03,331.56,0.04,329.04,4.35,2.89,12.53
"2/25/2025 5:32:30 PM",0.03,108.97,0.01,101.31,0.02,109.29,4.35,2.89,12.54
"2/25/2025 5:34:30 PM",0.03,334.44,0.02,343.61,0.01,128.66,4.35,2.90,12.53
"2/25/2025 5:36:30 PM",0.01,315.00,0.03,191.77,0.01,228.37,4.36,2.91,12.53
"2/25/2025 5:38:30 PM",0.02,169.22,0.01,191.31,0.02,180.00,4.35,2.90,12.53
"2/25/2025 5:40:30 PM",0.03,145.71,0.01,141.34,0.02,216.38,4.35,2.90,12.53
"2/25/2025 5:42:30 PM",0.02,226.85,0.01,184.09,0.01,231.34,4.35,2.91,12.53
"2/25/2025 5:44:30 PM",0.01,285.95,0.02,206.57,0.01,248.20,4.35,2.91,12.53
"2/25/2025 5:46:30 PM",0.01,248.20,0.04,191.31,0.01,132.27,4.35,2.91,12.53
"2/25/2025 5:48:30 PM",0.03,256.50,0.02,225.00,0.02,166.76,4.34,2.91,12.53
"2/25/2025 5:50:30 PM",0.02,282.80,0.01,90.00,0.02,327.99,4.35,2.91,12.53
"2/25/2025 5:52:30 PM",0.02,150.26,0.02,291.80,0.02,248.20,4.35,2.92,12.53
"2/25/2025 5:54:30 PM",0.01,246.04,0.02,205.35,0.03,184.09,4.35,2.92,12.53
"2/25/2025 5:56:30 PM",0.03,141.95,0.01,185.19,0.02,160.56,4.35,2.92,12.53
"2/25/2025 5:58:30 PM",0.03,0.00,0.02,32.01,0.04,77.12,4.35,2.92,12.53
"2/25/2025 6:00:30 PM",0.01,243.43,0.01,200.56,0.03,80.22,4.35,2.92,12.53
"2/25/2025 6:02:30 PM",0.01,204.78,0.02,159.78,0.02,100.01,4.35,2.92,12.53
"2/25/2025 6:04:30 PM",0.01,289.98,0.01,270.00,0.01,145.01,4.35,2.92,12.53
"2/25/2025 6:06:30 PM",0.02,348.69,0.02,350.13,0.02,71.57,4.35,2.93,12.53
"2/25/2025 6:08:30 PM",0.01,36.87,0.02,106.39,0.02,30.47,4.34,2.92,12.52
"2/25/2025 6:10:30 PM",0.01,338.20,0.02,52.13,0.02,280.30,4.34,2.92,12.53
"2/25/2025 6:12:30 PM",0.00,90.00,0.01,225.00,0.01,34.99,4.34,2.93,12.53
"2/25/2025 6:14:30 PM",0.04,230.71,0.03,203.75,0.02,220.60,4.34,2.93,12.53
"2/25/2025 6:16:30 PM",0.03,199.09,0.02,208.07,0.03,168.69,4.34,2.93,12.53
"2/25/2025 6:18:30 PM",0.02,266.42,0.01,184.76,0.01,248.96,4.34,2.93,12.53
"2/25/2025 6:20:30 PM",0.01,330.95,0.02,230.19,0.01,170.54,4.34,2.93,12.53
"2/25/2025 6:22:30 PM",0.01,329.04,0.02,329.04,0.01,108.43,4.35,2.94,12.53
"2/25/2025 6:24:30 PM",0.00,315.00,0.02,193.24,0.04,216.03,4.35,2.94,12.53
"2/25/2025 6:26:30 PM",0.01,216.87,0.03,196.86,0.01,195.26,4.34,2.94,12.53
"2/25/2025 6:28:30 PM",0.05,218.48,0.02,222.88,0.01,72.90,4.34,2.94,12.53
"2/25/2025 6:30:30 PM",0.02,177.27,0.02,151.93,0.00,315.00,4.34,2.94,12.53
"2/25/2025 6:32:30 PM",0.03,176.63,0.04,202.38,0.03,199.65,4.34,2.94,12.52
"2/25/2025 6:34:30 PM",0.01,156.04,0.01,245.22,0.01,276.34,4.34,2.94,12.53
"2/25/2025 6:36:30 PM",0.01,0.00,0.01,215.54,0.02,244.98,4.34,2.94,12.53
"2/25/2025 6:38:30 PM",0.04,245.43,0.02,223.15,0.01,241.70,4.35,2.94,12.53
"2/25/2025 6:40:30 PM",0.02,139.76,0.02,144.46,0.01,180.00,4.35,2.94,12.53
"2/25/2025 6:42:30 PM",0.05,208.81,0.05,204.34,0.03,151.11,4.35,2.94,12.53
"2/25/2025 6:44:30 PM",0.02,219.81,0.04,205.87,0.04,199.44,4.35,2.94,12.52
"2/25/2025 6:46:30 PM",0.04,242.02,0.03,230.71,0.05,195.26,4.35,2.94,12.53
"2/25/2025 6:48:30 PM",0.02,237.99,0.02,187.43,0.03,181.74,4.35,2.95,12.53
"2/25/2025 6:50:30 PM",0.04,205.11,0.03,231.34,0.04,196.99,4.35,2.94,12.53
"2/25/2025 6:52:30 PM",0.04,227.73,0.02,258.69,0.02,225.00,4.35,2.95,12.53
"2/25/2025 6:54:30 PM",0.05,229.40,0.04,212.15,0.03,257.91,4.35,2.96,12.53
"2/25/2025 6:56:30 PM",0.04,205.35,0.01,225.00,0.03,217.87,4.35,2.96,12.53
"2/25/2025 6:58:30 PM",0.01,180.00,0.01,158.20,0.03,272.29,4.35,2.96,12.53
"2/25/2025 7:00:30 PM",0.01,300.96,0.01,138.01,0.02,207.65,4.35,2.96,12.52
"2/25/2025 7:02:30 PM",0.03,212.62,0.03,253.14,0.02,270.00,4.35,2.96,12.52
"2/25/2025 7:04:30 PM",0.02,257.20,0.02,321.34,0.02,255.07,4.35,2.96,12.52
"2/25/2025 7:06:30 PM",0.01,156.04,0.01,14.04,0.02,209.74,4.35,2.97,12.52
"2/25/2025 7:08:30 PM",0.01,203.20,0.01,150.26,0.01,139.40,4.35,2.97,12.52
"2/25/2025 7:10:30 PM",0.01,236.31,0.01,203.96,0.01,286.70,4.35,2.97,12.52
"2/25/2025 7:12:30 PM",0.01,213.69,0.03,210.58,0.02,240.95,4.35,2.98,12.52
"2/25/2025 7:14:30 PM",0.03,126.53,0.01,70.02,0.04,185.86,4.35,2.98,12.52
"2/25/2025 7:16:30 PM",0.02,157.62,0.03,173.66,0.03,174.47,4.35,2.98,12.52
"2/25/2025 7:18:30 PM",0.02,192.80,0.03,213.18,0.02,180.00,4.34,2.98,12.52
"2/25/2025 7:20:30 PM",0.02,182.60,0.02,226.97,0.03,206.57,4.34,2.98,12.52
"2/25/2025 7:22:30 PM",0.03,206.57,0.03,196.70,0.02,230.91,4.34,2.98,12.52
"2/25/2025 7:24:30 PM",0.04,177.40,0.01,225.00,0.04,194.83,4.34,2.98,12.52
"2/25/2025 7:26:30 PM",0.03,165.07,0.03,234.46,0.03,243.43,4.34,2.98,12.52
"2/25/2025 7:28:30 PM",0.04,214.59,0.02,237.99,0.05,178.83,4.34,2.99,12.52
"2/25/2025 7:30:30 PM",0.04,154.89,0.04,218.16,0.04,192.53,4.34,2.99,12.52
"2/25/2025 7:32:30 PM",0.03,247.38,0.02,234.16,0.02,144.78,4.34,2.98,12.52
"2/25/2025 7:34:30 PM",0.02,230.53,0.01,156.04,0.06,197.78,4.34,2.98,12.52
"2/25/2025 7:36:30 PM",0.02,227.29,0.02,185.19,0.05,191.53,4.33,2.99,12.52
"2/25/2025 7:38:30 PM",0.04,207.30,0.04,226.12,0.05,192.17,4.33,3.00,12.52
"2/25/2025 7:40:30 PM",0.02,221.42,0.01,213.69,0.05,175.03,4.33,2.99,12.52
"2/25/2025 7:42:30 PM",0.02,155.77,0.03,182.29,0.07,198.17,4.33,2.99,12.52
"2/25/2025 7:44:30 PM",0.03,171.25,0.04,181.55,0.05,175.52,4.33,3.00,12.52
"2/25/2025 7:46:30 PM",0.02,152.24,0.04,176.10,0.07,184.70,4.34,3.00,12.52
"2/25/2025 7:48:30 PM",0.04,192.20,0.04,188.75,0.07,194.42,4.34,3.00,12.52
"2/25/2025 7:50:30 PM",0.02,167.20,0.04,169.56,0.08,161.57,4.34,3.00,12.52
"2/25/2025 7:52:30 PM",0.04,172.23,0.05,183.65,0.08,190.18,4.34,3.00,12.52
"2/25/2025 7:54:30 PM",0.05,155.66,0.03,133.78,0.08,183.45,4.34,3.00,12.52
"2/25/2025 7:56:30 PM",0.03,160.20,0.04,156.30,0.06,169.44,4.33,3.00,12.52
"2/25/2025 7:58:30 PM",0.05,169.59,0.06,168.16,0.07,188.69,4.29,3.00,12.52
"2/25/2025 8:00:30 PM",0.06,148.52,0.06,175.84,0.07,179.20,4.23,3.00,12.52
"2/25/2025 8:02:30 PM",0.05,151.78,0.05,161.92,0.08,172.41,4.14,3.01,12.52
"2/25/2025 8:04:30 PM",0.05,162.26,0.05,161.20,0.11,171.50,4.06,3.01,12.52
"2/25/2025 8:06:30 PM",0.05,144.46,0.05,166.26,0.08,167.62,3.98,3.02,12.52
"2/25/2025 8:08:30 PM",0.07,146.07,0.04,192.68,0.10,174.35,3.92,3.02,12.52
"2/25/2025 8:10:30 PM",0.05,143.62,0.06,166.43,0.10,187.79,3.85,3.02,12.52
"2/25/2025 8:12:30 PM",0.04,152.85,0.07,169.70,0.11,175.91,3.79,3.02,12.52
"2/25/2025 8:14:30 PM",0.05,161.94,0.07,186.05,0.10,166.24,3.73,3.02,12.53
"2/25/2025 8:16:30 PM",0.05,162.35,0.07,154.18,0.11,172.81,3.70,3.03,12.52
"2/25/2025 8:18:30 PM",0.07,166.37,0.05,163.61,0.10,169.16,3.68,3.03,12.53
"2/25/2025 8:20:30 PM",0.08,160.14,0.07,144.16,0.09,169.07,3.67,3.03,12.52
"2/25/2025 8:22:30 PM",0.07,151.53,0.06,143.70,0.09,174.81,3.67,3.03,12.52
"2/25/2025 8:24:30 PM",0.05,160.50,0.07,169.70,0.08,175.00,3.66,3.02,12.52
"2/25/2025 8:26:30 PM",0.05,144.46,0.07,149.49,0.13,183.66,3.66,3.02,12.52
"2/25/2025 8:28:30 PM",0.08,160.40,0.04,157.17,0.10,175.47,3.66,3.03,12.52
"2/25/2025 8:30:30 PM",0.06,145.49,0.05,152.49,0.12,182.96,3.65,3.03,12.52
"2/25/2025 8:32:30 PM",0.07,162.39,0.05,181.15,0.09,175.35,3.65,3.03,12.52
"2/25/2025 8:34:30 PM",0.05,153.95,0.07,177.36,0.13,181.35,3.65,3.03,12.52
"2/25/2025 8:36:30 PM",0.08,177.21,0.10,172.87,0.11,181.02,3.64,3.03,12.52
"2/25/2025 8:38:30 PM",0.06,167.97,0.05,151.05,0.12,178.57,3.62,3.03,12.52
"2/25/2025 8:40:30 PM",0.04,148.57,0.07,157.38,0.11,176.76,3.62,3.03,12.52
"2/25/2025 8:42:30 PM",0.03,145.18,0.06,161.88,0.08,174.07,3.62,3.04,12.52
"2/25/2025 8:44:30 PM",0.05,150.83,0.08,176.42,0.09,180.00,3.61,3.05,12.52
"2/25/2025 8:46:30 PM",0.05,181.22,0.05,164.22,0.10,185.44,3.60,3.05,12.52
"2/25/2025 8:48:30 PM",0.03,178.26,0.05,190.20,0.07,180.76,3.60,3.05,12.52
"2/25/2025 8:50:30 PM",0.06,166.43,0.07,168.20,0.11,174.85,3.59,3.05,12.52
"2/25/2025 8:52:30 PM",0.05,148.84,0.07,161.29,0.11,176.76,3.59,3.05,12.52
"2/25/2025 8:54:30 PM",0.06,133.03,0.03,164.05,0.08,185.13,3.58,3.05,12.52
"2/25/2025 8:56:30 PM",0.06,177.18,0.06,161.90,0.08,181.40,3.57,3.05,12.52
"2/25/2025 8:58:30 PM",0.03,142.31,0.04,168.96,0.09,182.49,3.57,3.04,12.52
"2/25/2025 9:00:30 PM",0.05,176.42,0.05,158.43,0.07,173.75,3.57,3.05,12.52
"2/25/2025 9:02:30 PM",0.04,161.97,0.06,174.19,0.09,170.75,3.56,3.05,12.52
"2/25/2025 9:04:30 PM",0.05,150.71,0.04,164.48,0.10,181.74,3.56,3.06,12.52
"2/25/2025 9:06:30 PM",0.04,137.91,0.06,155.16,0.08,174.56,3.56,3.06,12.52
"2/25/2025 9:08:30 PM",0.06,160.28,0.06,175.39,0.10,180.00,3.56,3.06,12.51
"2/25/2025 9:10:30 PM",0.05,176.63,0.07,184.03,0.12,180.00,3.56,3.06,12.52
"2/25/2025 9:12:30 PM",0.04,140.91,0.07,162.10,0.10,181.70,3.56,3.06,12.52
"2/25/2025 9:14:30 PM",0.05,146.98,0.05,166.55,0.12,175.11,3.56,3.06,12.52
"2/25/2025 9:16:30 PM",0.04,162.80,0.07,164.05,0.11,170.11,3.56,3.06,12.52
"2/25/2025 9:18:30 PM",0.05,136.64,0.06,157.04,0.10,174.59,3.56,3.06,12.52
"2/25/2025 9:20:30 PM",0.03,180.00,0.07,174.67,0.10,174.45,3.55,3.07,12.52
"2/25/2025 9:22:30 PM",0.05,144.61,0.07,143.13,0.10,190.30,3.55,3.06,12.52
"2/25/2025 9:24:30 PM",0.04,186.34,0.08,169.95,0.09,166.76,3.55,3.06,12.52
"2/25/2025 9:26:30 PM",0.04,140.39,0.03,163.81,0.09,180.00,3.55,3.06,12.52
"2/25/2025 9:28:30 PM",0.04,160.71,0.05,163.91,0.10,188.47,3.55,3.07,12.51
"2/25/2025 9:30:30 PM",0.06,162.53,0.05,173.54,0.10,181.16,3.55,3.07,12.52
"2/25/2025 9:32:30 PM",0.07,161.00,0.07,169.33,0.12,177.51,3.55,3.07,12.52
"2/25/2025 9:34:30 PM",0.04,154.89,0.06,162.76,0.09,180.64,3.55,3.07,12.52
"2/25/2025 9:36:30 PM",0.07,159.65,0.06,156.43,0.08,184.24,3.55,3.07,12.52
"2/25/2025 9:38:30 PM",0.06,152.99,0.07,174.67,0.12,181.48,3.55,3.07,12.52
"2/25/2025 9:40:30 PM",0.08,157.43,0.08,164.74,0.09,175.14,3.55,3.08,12.52
"2/25/2025 9:42:30 PM",0.07,141.75,0.06,148.71,0.08,170.07,3.55,3.07,12.52
"2/25/2025 9:44:30 PM",0.05,156.50,0.06,165.30,0.11,167.98,3.54,3.07,12.52
"2/25/2025 9:46:30 PM",0.05,160.11,0.06,159.33,0.10,180.00,3.54,3.07,12.52
"2/25/2025 9:48:30 PM",0.07,148.90,0.05,173.80,0.11,186.93,3.55,3.08,12.52
"2/25/2025 9:50:30 PM",0.08,150.88,0.07,174.37,0.13,179.13,3.54,3.08,12.52
"2/25/2025 9:52:30 PM",0.07,159.08,0.06,164.74,0.10,174.91,3.54,3.08,12.52
"2/25/2025 9:54:30 PM",0.06,140.71,0.08,145.49,0.11,182.03,3.54,3.08,12.52
"2/25/2025 9:56:30 PM",0.06,160.35,0.07,158.79,0.10,181.65,3.54,3.08,12.52
"2/25/2025 9:58:30 PM",0.05,151.99,0.07,167.01,0.10,177.11,3.54,3.08,12.52
"2/25/2025 10:00:30 PM",0.04,154.03,0.06,159.68,0.11,175.95,3.54,3.08,12.52
"2/25/2025 10:02:30 PM",0.06,157.67,0.06,176.25,0.09,190.70,3.54,3.08,12.52
"2/25/2025 10:04:30 PM",0.06,146.56,0.07,167.56,0.10,195.15,3.54,3.09,12.52
"2/25/2025 10:06:30 PM",0.06,146.56,0.07,148.28,0.10,175.56,3.54,3.09,12.52
"2/25/2025 10:08:30 PM",0.06,158.20,0.07,166.53,0.10,170.06,3.54,3.09,12.52
"2/25/2025 10:10:30 PM",0.05,151.99,0.07,172.12,0.09,183.33,3.54,3.09,12.52
"2/25/2025 10:12:30 PM",0.06,149.04,0.07,160.23,0.08,165.79,3.54,3.10,12.52
"2/25/2025 10:14:30 PM",0.06,152.97,0.06,164.32,0.12,186.01,3.54,3.09,12.52
"2/25/2025 10:16:30 PM",0.05,147.20,0.06,159.68,0.07,165.41,3.54,3.09,12.51
"2/25/2025 10:18:30 PM",0.06,153.87,0.05,142.70,0.11,181.01,3.54,3.09,12.51
"2/25/2025 10:20:30 PM",0.06,159.78,0.07,154.16,0.08,173.33,3.54,3.09,12.52
